,Datetime,file,shortwave_incoming_radiation,shortwave_outgoing_radiation,net_radiation,air_temperature_1,air_temperature_1_max,air_temperature_1_min,air_temperature_cs500_air1,air_temperature_cs500_air2,relative_humidity_1,relative_humidity_2,wind_speed_1,wind_speed_u1_max,wind_speed_2,wind_speed_u2_max,wind_from_direction_1,wind_from_direction_2,air_pressure,height_wind_sensor_1,height_wind_sensor_2,battery_voltage,air_temperature_2,snow_depth_1,snow_depth_2,sensible_heat_flux,latent_heat_flux,air_temperature_2m,relative_humidity_2m,wind_speed_10m,solar_zenith_angle,solar_azimuth_angle,surface_albedo,relative_humidity_1_cor,relative_humidity_2_cor,specific_humidity_1,specific_humidity_2,shortwave_incoming_radiation_max,shortwave_incoming_radiation_stdev,net_radiation_stdev,air_temperature_2_max,air_temperature_2_min,wind_speed_u1_stdev,wind_speed_u2_stdev,ref_temperature,snow_temperature_1,snow_temperature_2,snow_temperature_3,snow_temperature_4,snow_temperature_5,snow_temperature_6,snow_temperature_7,snow_temperature_8,snow_temperature_9,snow_temperature_10,incoming_uv_radiation,incoming_longwave_radiation,surface_temperature_1,surface_temperature_2,net_radiation_maximum,season,year,month,DayOfYear,DayOfCentury
19726,1999-08-03,KAR,250.64,191.19,6.44,-3.82,,,-3.68,,95.77,,2.54,,2.8,,270.12,269.96,745.75,4.57,6.02,13.84,-3.87,0.02,-0.01,,,-3.62,,2.04,72.71,184.5,,99.9,,3.97,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,215,729485
19738,1999-08-04,KAR,277.75,207.33,-7.25,-3.31,,,-3.15,,92.05,,3.91,,4.05,,174.96,149.81,746.62,4.57,6.02,13.84,-3.26,0.02,-0.01,,,-3.21,,3.36,72.97,184.5,,95.16,,3.77,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,216,729486
19757,1999-08-05,KAR,288.62,216.66,-16.99,-5.62,,,-5.47,,91.52,,4.07,,4.19,,305.97,307.1,749.33,4.57,6.03,13.83,-5.45,0.02,-0.02,-11.16,,-5.32,,3.62,73.24,184.5,,96.75,,3.22,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,217,729487
19772,1999-08-06,KAR,287.54,215.87,-16.6,-5.47,,,-5.33,,90.24,,5.72,,5.83,,261.91,262.11,750.57,4.57,6.03,13.83,-5.38,0.02,-0.02,5.04,,-5.31,,5.33,73.52,184.5,,95.16,,3.19,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,218,729488
19784,1999-08-07,KAR,289.93,218.2,-15.49,-7.01,,,-6.88,,84.99,,4.94,,5.07,,112.11,109.09,749.13,4.57,6.03,13.93,-6.96,0.02,-0.02,13.95,,-6.92,,4.47,73.8,184.5,,91.05,,2.56,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,219,729489
19808,1999-08-08,KAR,285.82,217.0,-17.64,-10.21,,,-10.07,,87.75,,5.11,,5.25,,133.02,133.44,745.99,4.57,6.03,13.99,-10.12,0.02,-0.02,2.69,,-9.97,,4.56,74.08,184.5,,97.02,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,220,729490
19835,1999-08-09,KAR,274.13,209.15,-27.49,-11.28,,,-11.18,,83.34,,9.14,,9.24,,125.68,125.59,738.85,4.58,6.04,13.94,-11.25,0.01,-0.03,12.25,,-11.22,,8.76,74.37,184.5,,93.03,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,221,729491
19841,1999-08-10,KAR,240.38,187.62,-16.36,-11.9,,,-11.84,,86.86,,6.53,,6.65,,117.59,111.2,737.55,4.57,6.03,13.99,-11.88,0.02,-0.02,9.55,,-11.91,,6.12,74.66,184.5,,97.63,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,222,729492
19868,1999-08-11,KAR,205.81,162.67,-6.75,-10.28,,,-10.16,,93.5,,2.82,,2.94,,146.38,148.55,738.9,4.57,6.03,13.97,-10.34,0.02,-0.02,,,-10.24,,2.31,74.95,184.5,,103.34,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,223,729493
19891,1999-08-12,KAR,244.49,198.76,-6.38,-9.14,,,-8.89,,90.3,,1.78,,1.88,,217.77,210.33,734.86,4.58,6.04,13.88,-9.27,0.01,-0.03,,,-9.38,,1.59,75.25,184.5,,98.88,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,224,729494
19892,1999-08-13,KAR,252.75,196.69,-17.95,-12.83,,,-12.73,,84.97,,5.26,,5.38,,236.59,221.88,734.37,4.57,6.03,13.89,-12.72,0.02,-0.02,6.77,,-12.63,,4.8,75.55,184.5,,96.37,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,225,729495
19917,1999-08-14,KAR,259.48,204.57,-37.26,-15.88,,,-15.73,,85.52,,7.0,,7.1,,276.41,267.8,738.6,4.57,6.03,13.99,-15.79,0.02,-0.02,2.35,,-15.72,,6.62,75.86,184.5,,100.09,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,226,729496
19933,1999-08-15,KAR,262.08,205.35,-33.08,-15.38,,,-15.22,,84.87,,6.62,,6.72,,261.95,255.2,741.98,4.57,6.04,13.91,-15.27,0.02,-0.03,8.66,,-15.19,,6.24,76.16,184.5,,98.98,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,227,729497
19954,1999-08-16,KAR,258.43,202.44,-35.18,-14.86,,,-14.68,,85.36,,5.72,,5.84,,216.1,211.9,741.41,4.57,6.04,13.93,-14.77,0.02,-0.03,-3.58,,-14.7,,5.3,76.48,184.5,,99.01,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,228,729498
19967,1999-08-17,KAR,229.62,178.28,-17.24,-13.43,,,-13.28,,82.12,,4.22,,4.34,,209.17,204.66,741.06,4.57,6.03,13.91,-13.38,0.02,-0.02,15.2,,-13.34,,3.78,76.79,184.5,,93.8,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,229,729499
19998,1999-08-18,KAR,190.59,148.91,-9.84,-9.36,,,-9.24,,86.04,,3.09,,3.26,,303.51,301.93,741.67,4.57,6.03,13.89,-9.27,0.02,-0.02,-14.43,,-9.19,,2.49,77.11,184.5,,94.46,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,230,729500
20000,1999-08-19,KAR,209.86,161.24,-19.31,-12.68,,,-12.6,,86.2,,5.31,,5.44,,72.21,72.83,740.21,4.57,6.04,14.0,-12.64,0.02,-0.03,8.58,,-12.77,,4.81,77.43,184.5,,97.67,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,231,729501
20025,1999-08-20,KAR,167.25,134.93,-14.41,-12.77,,,-12.66,,90.7,,4.14,,4.27,,127.05,128.59,736.8,4.57,6.03,13.97,-12.78,0.02,-0.02,,,-12.79,,3.64,77.75,184.5,,102.73,,1.84,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,232,729502
20050,1999-08-21,KAR,229.05,186.59,-26.33,-14.79,,,-14.6,,85.59,,4.26,,4.37,,261.03,267.2,732.7,4.57,6.03,13.87,-14.78,0.02,-0.02,,,-14.77,,3.83,78.08,184.5,,99.23,,1.48,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,233,729503
20065,1999-08-22,KAR,184.85,153.02,-22.9,-13.73,,,-13.63,,90.86,,5.85,,5.95,,247.21,247.92,732.18,4.57,6.03,13.92,-13.74,0.02,-0.02,-1.58,,-13.94,,5.49,78.41,184.5,,104.05,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,234,729504
20085,1999-08-23,KAR,232.38,188.14,-26.84,-13.17,,,-13.03,,88.29,,5.55,,5.73,,296.05,296.46,729.58,4.57,6.03,13.87,-12.95,0.02,-0.02,-6.25,,-12.85,,4.82,78.74,184.5,,100.36,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,235,729505
20103,1999-08-24,KAR,171.89,142.53,-22.27,-16.65,,,-16.55,,88.21,,6.18,,6.28,,176.67,175.83,730.65,4.57,6.03,14.03,-16.66,0.02,-0.02,13.59,,-17.32,,5.82,79.08,184.5,,104.05,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,236,729506
20109,1999-08-25,KAR,157.04,133.27,-26.79,-13.73,,,-13.71,,93.88,,3.56,,3.72,,123.02,120.94,730.33,4.54,6.0,13.93,-13.7,0.05,0.01,-10.01,,-13.66,,2.96,79.42,184.5,,107.34,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,237,729507
20138,1999-08-26,KAR,143.26,121.58,-1.32,-7.64,,,-7.62,,98.5,,3.68,,3.98,,110.17,110.3,,4.49,5.93,13.98,-7.65,0.1,0.08,,,-7.46,,3.61,79.76,184.5,,106.12,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,238,729508
20153,1999-08-27,KAR,150.86,127.35,-1.94,-10.26,,,-10.25,,95.64,,7.49,,7.66,,55.45,57.67,730.2,4.36,5.81,14.01,-10.24,0.23,0.2,-6.79,,-10.09,,6.8,80.1,184.5,,105.68,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,239,729509
20164,1999-08-28,KAR,152.67,129.19,-7.76,-8.22,,,-8.18,,94.93,,5.63,,5.77,,41.51,44.92,727.86,4.32,5.83,13.94,-8.21,0.27,0.18,6.57,,-8.24,,5.11,80.44,184.5,,102.86,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,240,729510
20183,1999-08-29,KAR,204.61,170.7,-41.8,-15.92,,,-15.77,,89.9,,6.17,,6.28,,290.67,288.91,722.43,4.35,5.84,13.89,-15.84,0.24,0.17,4.48,,-15.89,,5.74,80.79,184.5,,105.08,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,241,729511
20210,1999-08-30,KAR,186.63,158.67,-32.31,-17.98,,,-17.81,,91.07,,4.9,,5.06,,105.65,106.83,721.94,4.35,5.84,13.88,-17.96,0.24,0.17,0.09,,-18.6,,4.3,81.14,184.5,,108.92,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,242,729512
20226,1999-08-31,KAR,120.62,103.78,-2.47,-12.76,,,-12.76,,98.41,,11.81,,11.99,,61.78,62.74,712.14,4.32,5.79,14.05,-12.73,0.27,0.22,-9.78,,-12.63,,11.13,81.49,184.5,,111.41,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,243,729513
20242,1999-09-01,KAR,183.6,156.25,-24.42,-14.71,,,-14.62,,94.33,,5.99,,6.12,,37.13,37.56,709.9,4.26,5.72,13.94,-14.67,0.33,0.29,5.08,,-14.65,,5.5,81.84,184.5,,108.85,,1.63,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,244,729514
20255,1999-09-02,KAR,174.65,143.73,-37.16,-18.7,,,-18.56,,90.41,,9.0,,9.11,,166.83,159.95,707.43,4.28,5.75,14.0,-18.66,0.31,0.26,16.27,,-18.64,,8.57,82.2,184.5,,108.57,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,245,729515
20273,1999-09-03,KAR,146.22,125.25,-16.96,-16.91,,,-16.84,,94.54,,8.67,,8.79,,36.7,38.58,712.55,4.29,5.75,14.05,-16.86,0.3,0.26,-2.16,,-17.14,,8.23,82.55,184.5,,111.52,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,246,729516
20299,1999-09-04,KAR,123.85,104.88,-12.77,-15.63,,,-15.6,,94.45,,7.3,,7.4,,32.03,33.59,723.82,4.3,5.74,13.98,-15.62,0.29,0.27,3.95,,-15.63,,6.93,82.91,184.5,,110.03,,1.48,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,247,729517
20320,1999-09-05,KAR,149.7,125.78,-14.83,-16.01,,,-15.94,,93.26,,5.63,,5.73,,33.39,39.86,727.75,4.3,5.74,13.84,-15.99,0.29,0.27,9.26,,-16.04,,5.24,83.27,184.5,,109.02,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,248,729518
20339,1999-09-06,KAR,126.29,106.73,-20.83,-16.74,,,-16.68,,93.32,,5.9,,6.02,,36.83,38.73,729.51,4.3,5.74,14.02,-16.69,0.29,0.27,-1.46,,-16.66,,5.43,83.63,184.5,,109.9,,1.33,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,249,729519
20352,1999-09-07,KAR,114.07,97.0,-26.8,-16.7,,,-16.65,,94.39,,7.73,,7.83,,31.28,32.8,730.11,4.31,5.75,14.05,-16.67,0.28,0.26,-0.74,,-16.68,,7.33,83.99,184.5,,111.09,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,250,729520
20376,1999-09-08,KAR,164.64,135.24,-34.15,-20.8,,,-20.65,,93.08,,6.54,,6.64,,20.72,21.82,730.48,4.31,5.75,13.86,-20.75,0.28,0.26,13.3,,-20.72,,6.16,84.36,184.5,,114.02,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,251,729521
20387,1999-09-09,KAR,158.84,132.69,-32.17,-24.47,,,-24.4,,96.24,,11.4,,11.52,,9.02,11.85,725.57,4.32,5.76,13.97,-24.43,0.27,0.25,-3.87,,-24.4,,10.71,84.72,184.5,,122.3,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,252,729522
20402,1999-09-10,KAR,162.21,133.31,-37.86,-24.03,,,-23.91,,93.49,,11.08,,11.17,,12.44,13.15,727.8,4.32,5.76,13.9,-23.99,0.27,0.25,4.45,,-24.14,,10.62,85.09,184.5,,118.29,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,253,729523
20425,1999-09-11,KAR,100.64,85.04,-1.04,-19.97,,,-19.92,,93.61,,11.33,,11.62,,11.41,12.38,729.62,4.32,5.76,13.98,-19.98,0.27,0.25,31.7,,-19.97,,10.07,85.46,184.5,,113.77,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,254,729524
20442,1999-09-12,KAR,144.62,120.42,-21.5,-20.31,,,-20.21,,94.81,,7.13,,7.2,,19.95,21.04,730.75,4.32,5.76,13.88,-20.23,0.27,0.25,-0.21,,-19.98,,6.87,85.83,184.5,,115.65,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,255,729525
20464,1999-09-13,KAR,94.92,80.22,-2.84,-17.54,,,-17.44,,98.33,,3.57,,3.79,,205.11,203.5,730.7,4.32,5.75,13.78,-17.47,0.27,0.26,-2.89,,-17.43,,2.7,86.2,184.5,,116.68,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,256,729526
20475,1999-09-14,KAR,134.23,111.79,-22.16,-21.27,,,-21.16,,96.52,,4.92,,5.14,,84.44,91.7,728.98,4.32,5.76,13.83,-21.24,0.27,0.25,4.57,,-21.25,,4.06,86.57,184.5,,118.74,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,257,729527
20494,1999-09-15,KAR,106.57,88.54,-10.32,-20.47,,,-20.4,,93.07,,6.64,,6.7,,27.67,29.49,733.81,4.32,5.76,13.93,-20.46,0.27,0.25,9.39,,-20.46,,6.4,86.94,184.5,,113.65,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,258,729528
20510,1999-09-16,KAR,96.58,80.68,-12.89,-17.26,,,-17.23,,97.56,,11.99,,12.1,,42.24,43.81,735.92,4.33,5.78,13.83,-17.21,0.26,0.23,-5.45,,-17.18,,11.59,87.31,184.5,,115.5,,1.35,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,259,729529
20531,1999-09-17,KAR,67.69,58.33,-4.61,-11.29,,,-11.32,,98.37,,12.25,,12.37,,57.4,57.44,738.27,4.33,5.77,13.96,-11.27,0.26,0.24,-8.42,,-11.26,,11.77,87.69,184.5,,109.79,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,260,729530
20540,1999-09-18,KAR,119.58,99.61,-19.0,-13.74,,,-13.71,,85.8,,7.05,,7.24,,33.8,33.65,741.78,4.3,5.74,13.86,-13.65,0.29,0.27,-24.68,,-13.59,,6.3,88.06,184.5,,98.39,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,261,729531
20558,1999-09-19,KAR,93.22,79.51,-10.93,-11.19,,,-11.2,,79.83,,5.82,,5.95,,50.52,52.87,740.21,4.32,5.76,13.85,-11.13,0.27,0.25,-10.46,,-11.1,,5.32,88.43,184.5,,88.87,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,262,729532
20579,1999-09-20,KAR,74.99,63.91,-5.25,-8.89,,,-8.92,,96.65,,6.09,,6.2,,59.05,59.91,742.46,4.29,5.74,13.81,-8.86,0.3,0.27,-7.87,,-8.99,,5.64,88.81,184.5,,105.37,,2.54,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,263,729533
20605,1999-09-21,KAR,99.18,80.81,-22.4,-8.52,,,-8.49,,97.83,,3.8,,3.94,,216.8,218.08,742.84,4.24,5.71,13.7,-8.49,0.35,0.3,-4.46,,-8.54,,3.22,89.19,184.5,,106.27,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,264,729534
20628,1999-09-22,KAR,112.09,95.89,-23.88,-14.48,,,-14.3,,89.83,,3.27,,3.43,,187.77,173.9,739.76,4.18,5.72,13.7,-14.32,0.41,0.29,-23.32,,-14.26,,2.83,89.56,184.5,,103.83,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,265,729535
20646,1999-09-23,KAR,113.46,93.02,-29.47,-17.21,,,-17.13,,91.68,,7.36,,7.57,,169.02,132.43,732.71,4.2,5.72,13.86,-17.1,0.39,0.29,-6.15,,-17.2,,6.6,89.94,184.5,,108.32,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,266,729536
20658,1999-09-24,KAR,94.74,81.02,-27.29,-22.4,,,-22.24,,86.4,,3.97,,4.11,,158.74,150.81,731.73,4.3,5.76,13.75,-22.25,0.29,0.25,-16.79,,-22.16,,3.43,90.32,184.5,,107.51,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,267,729537
20674,1999-09-25,KAR,79.44,63.82,-19.53,-20.02,,,-19.92,,89.15,,4.55,,4.74,,162.84,159.64,727.02,4.3,5.76,13.87,-19.88,0.29,0.25,,,-19.79,,3.79,90.69,184.5,,108.57,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,268,729538
20687,1999-09-26,KAR,104.44,86.43,-47.55,-26.06,,,-25.93,,89.21,,9.29,,9.45,,173.72,159.0,730.23,4.3,5.77,13.96,-25.99,0.29,0.24,4.65,,-25.96,,8.65,91.07,184.5,,115.19,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,269,729539
20710,1999-09-27,KAR,70.05,57.85,-31.26,-18.27,,,-18.23,,85.58,,8.73,,8.85,,282.05,284.43,730.68,4.3,5.77,13.85,-18.16,0.29,0.24,-13.35,,-18.1,,8.27,91.45,184.5,,102.18,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,270,729540
20726,1999-09-28,KAR,64.07,54.95,-29.1,-17.64,,,-17.59,,93.47,,8.01,,8.15,,196.38,193.7,727.63,4.32,5.78,13.97,-17.57,0.27,0.23,-7.11,,-17.57,,7.47,91.82,184.5,,111.07,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,271,729541
20743,1999-09-29,KAR,64.04,53.02,-21.55,-17.14,,,-17.1,,95.3,,12.42,,12.64,,216.37,212.81,714.05,4.32,5.79,13.94,-17.08,0.27,0.22,-5.12,,-17.06,,11.56,92.2,184.5,,112.63,,1.33,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,272,729542
20769,1999-09-30,KAR,64.57,53.77,-10.39,-20.65,,,-20.6,,98.61,,17.21,,17.42,,15.21,16.56,715.9,4.37,5.82,13.9,-20.64,0.22,0.19,8.05,,,,16.36,92.58,184.5,,120.59,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,September,273,729543
20790,1999-10-01,KAR,87.94,66.79,-40.97,-24.81,,,-24.72,,97.71,,14.35,,14.49,,13.65,14.3,726.03,4.36,5.82,13.89,-24.77,0.23,0.19,2.01,,-24.74,,13.79,92.96,184.5,,124.45,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,October,274,729544
20793,1999-10-02,KAR,90.98,71.91,-46.19,-28.06,,,-27.92,,95.92,,8.34,,8.47,,61.7,51.62,733.72,4.35,5.8,13.93,-27.98,0.24,0.21,-1.8,,-27.93,,7.86,93.33,184.5,,126.16,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,October,275,729545
20819,1999-10-03,KAR,51.25,43.21,-13.72,-23.02,,,-22.95,,95.33,,3.73,,3.9,,269.32,264.38,733.47,4.34,5.79,13.87,-22.85,0.25,0.22,-25.62,,-22.74,,3.07,93.71,184.5,,119.4,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,October,276,729546
20843,1999-10-04,KAR,39.4,33.56,-5.7,-17.73,,,-17.7,,97.9,,2.19,,2.4,,185.24,184.65,726.88,4.31,5.77,13.77,-17.61,0.28,0.24,-26.45,,-17.54,,1.38,94.08,184.5,,116.45,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,October,277,729547
20848,1999-10-05,KAR,32.48,27.83,-0.95,-19.34,,,-19.26,,99.16,,1.89,,2.1,,51.17,52.64,723.14,4.27,5.73,13.54,-19.29,0.32,0.28,-12.71,,-19.2,,1.08,94.46,184.5,,119.74,,1.14,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,October,278,729548
20876,1999-10-06,KAR,67.4,51.94,-2.95,-22.44,,,-22.3,,97.85,,5.9,,6.21,,38.85,40.43,723.42,4.31,5.76,13.71,-22.38,0.28,0.25,2.88,,-22.54,,4.67,94.83,184.5,,121.79,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,October,279,729549
20890,1999-10-07,KAR,39.02,32.02,-6.03,-24.84,,,-24.76,,97.97,,9.87,,10.08,,14.26,14.56,725.5,4.34,5.8,13.9,-24.79,0.25,0.21,-8.1,,-24.75,,9.08,95.21,184.5,,124.81,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,October,280,729550
20903,1999-10-08,KAR,37.45,30.53,-2.79,-21.87,,,-21.8,,97.93,,7.33,,7.48,,20.22,,729.0,4.34,5.8,13.85,-21.78,0.25,0.21,-11.76,,-21.73,,6.73,95.58,184.5,,121.21,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,October,281,729551
20921,1999-10-09,KAR,50.68,39.8,5.43,-19.52,,,-19.49,,99.14,,9.89,,10.08,,55.67,56.56,729.71,4.33,5.78,13.84,-19.48,0.26,0.23,-5.66,,-19.48,,9.14,95.95,184.5,,119.91,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,October,282,729552
20945,1999-10-10,KAR,48.74,39.05,7.53,-22.85,,,-22.81,,98.95,,8.56,,8.69,,25.09,27.75,725.71,4.33,5.78,13.77,-22.85,0.26,0.23,-1.65,,-22.85,,8.02,96.32,184.5,,123.64,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,October,283,729553
20960,1999-10-11,KAR,39.92,34.03,2.39,-22.59,,,-22.52,,99.05,,5.29,,5.4,,34.27,36.98,729.14,4.33,5.78,13.71,-22.5,0.26,0.23,2.11,,-22.6,,4.85,96.69,184.5,,123.46,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,October,284,729554
20984,1999-10-12,KAR,39.28,33.41,5.33,-25.99,,,-25.97,,98.84,,4.88,,5.04,,26.59,28.04,731.17,4.33,5.78,13.72,-25.89,0.26,0.23,-10.45,,-25.94,,4.21,97.06,184.5,,127.38,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,October,285,729555
21006,1999-10-13,KAR,28.03,24.49,-2.07,-18.46,,,-18.45,,99.19,,7.36,,7.51,,55.23,56.7,729.43,4.33,5.78,13.7,-18.38,0.26,0.23,-10.05,,-18.34,,6.78,97.43,184.5,,118.74,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,October,286,729556
21020,1999-10-14,KAR,33.26,27.2,-6.83,-19.5,,,-19.46,,99.16,,7.25,,7.37,,86.1,88.38,724.08,4.3,5.77,13.65,-19.5,0.29,0.24,2.3,,-19.84,,6.81,97.79,184.5,,119.92,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,October,287,729557
21029,1999-10-15,KAR,54.02,40.79,-30.98,-28.65,,,-28.65,,98.77,,7.46,,7.56,,147.01,135.53,728.6,4.29,5.76,13.77,-28.58,0.3,0.25,-3.37,,-28.55,,7.03,98.16,184.5,,130.6,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,October,288,729558
21058,1999-10-16,KAR,28.48,24.3,-8.08,-27.26,,,-27.25,,98.77,,3.76,,3.91,,260.53,255.7,735.03,4.28,5.75,13.69,-26.53,0.31,0.26,,,-26.12,,3.19,98.52,184.5,,129.04,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,October,289,729559
21074,1999-10-17,KAR,20.22,17.18,0.85,-16.91,,,-16.95,,99.29,,1.35,,1.8,,226.75,198.76,739.34,4.27,5.74,13.41,-16.85,0.32,0.27,,,-16.82,,0.27,98.88,184.5,,117.11,,1.39,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,October,290,729560
21082,1999-10-18,KAR,13.43,11.48,-2.7,-13.58,,,-13.63,,99.36,,1.67,,1.9,,117.51,120.87,736.0,4.24,5.71,13.11,-13.52,0.35,0.3,-29.2,,-13.77,,0.78,99.24,184.5,,113.44,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,October,291,729561
21107,1999-10-19,KAR,19.61,17.09,-0.85,-12.43,,,-12.51,,99.47,,2.97,,3.13,,161.3,125.1,736.99,4.11,5.58,12.74,-12.38,0.48,0.43,-15.85,,-12.37,,2.34,99.6,184.5,,112.26,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,October,292,729562
21125,1999-10-20,KAR,19.61,16.17,-1.24,-9.52,,,-9.59,,99.69,,7.3,,7.47,,169.49,169.12,735.62,4.12,5.55,12.76,-9.51,0.47,0.46,-11.78,,,,6.62,99.95,184.5,,109.34,,2.51,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,October,293,729563
21147,1999-10-21,KAR,22.26,19.22,-5.54,-13.99,,,-14.05,,99.51,,3.52,,3.75,,187.62,187.77,734.39,4.15,5.61,12.82,-13.96,0.44,0.4,-11.98,,-14.28,,2.6,100.31,184.5,,114.16,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,October,294,729564
21168,1999-10-22,KAR,12.94,11.65,-3.62,-20.42,,,-20.44,,99.64,,2.95,,2.99,,37.91,38.72,729.64,4.13,5.59,12.75,-20.3,0.46,0.42,-8.01,,-20.74,,2.84,100.66,184.5,,121.65,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,1999,October,295,729565
